Created on March	04/03/2014 09:50
Date;T1.T;T3.T;T5.T
01/01/2014 21:206800;281.252;287.819;293.903
01/01/2014 21:216900;281.208;287.816;293.901
01/01/2014 21:226920;281.199;287.816;293.9
01/01/2014 21:237000;281.164;287.814;293.899
01/01/2014 21:247040;281.147;287.813;293.898
01/01/2014 21:257100;281.121;287.812;293.897
01/01/2014 21:267160;281.095;287.81;293.895
01/01/2014 21:267200;281.077;287.809;293.894
01/01/2014 21:287280;281.042;287.807;293.893
01/01/2014 21:287300;281.034;287.807;293.892
01/01/2014 21:307400;280.99;287.805;293.89
01/01/2014 21:317500;280.947;287.802;293.888
01/01/2014 21:327520;280.939;287.802;293.888
01/01/2014 21:337600;280.904;287.8;293.886
01/01/2014 21:347640;280.887;287.799;293.885
01/01/2014 21:357700;280.862;287.798;293.884
01/01/2014 21:367760;280.836;287.797;293.882
01/01/2014 21:367800;280.819;287.796;293.882
01/01/2014 21:387880;280.785;287.794;293.88
01/01/2014 21:387900;280.776;287.794;293.879
01/01/2014 21:408000;280.734;287.792;293.877
01/01/2014 21:418100;280.692;287.789;293.875
01/01/2014 21:428120;280.683;287.789;293.875
01/01/2014 21:438200;280.65;287.787;293.873
01/01/2014 21:448240;280.633;287.786;293.872
01/01/2014 21:458300;280.608;287.785;293.871
01/01/2014 21:468360;280.583;287.784;293.87
01/01/2014 21:468400;280.566;287.783;293.869
01/01/2014 21:488480;280.533;287.782;293.867
01/01/2014 21:488500;280.524;287.781;293.867
01/01/2014 21:508600;280.483;287.779;293.864
01/01/2014 21:518700;280.441;287.777;293.862
01/01/2014 21:528720;280.433;287.777;293.862
01/01/2014 21:538800;280.4;287.775;293.86
01/01/2014 21:548840;280.384;287.774;293.859
01/01/2014 21:558900;280.359;287.773;293.858
01/01/2014 21:568960;280.334;287.772;293.857
01/01/2014 21:569000;280.318;287.771;293.856
01/01/2014 21:589080;280.285;287.77;293.854
01/01/2014 21:589100;280.277;287.769;293.854
01/01/2014 22:009200;280.237;287.767;293.852
01/01/2014 22:019300;280.196;287.766;293.849
01/01/2014 22:029320;280.188;287.765;293.849
01/01/2014 22:039400;280.155;287.764;293.847
01/01/2014 22:049440;280.139;287.763;293.846
01/01/2014 22:059500;280.115;287.762;293.845
01/01/2014 22:069560;280.091;287.761;293.844
01/01/2014 22:069600;280.075;287.76;293.843
01/01/2014 22:089680;280.043;287.759;293.841
01/01/2014 22:089700;280.035;287.758;293.841
01/01/2014 22:109800;279.995;287.756;293.839
01/01/2014 22:119900;279.955;287.755;293.837
01/01/2014 22:129920;279.947;287.754;293.836
01/01/2014 22:130000;279.916;287.753;293.835
01/01/2014 22:140040;279.9;287.752;293.834
01/01/2014 22:150100;279.876;287.751;293.832
01/01/2014 22:160160;279.853;287.75;293.831
01/01/2014 22:160200;279.837;287.75;293.83
01/01/2014 22:180280;279.806;287.748;293.829
01/01/2014 22:180300;279.798;287.748;293.828
01/01/2014 22:200400;279.759;287.746;293.826
01/01/2014 22:210500;279.721;287.745;293.824
01/01/2014 22:220520;279.713;287.744;293.823
01/01/2014 22:230600;279.682;287.743;293.822
01/01/2014 22:240640;279.667;287.742;293.821
01/01/2014 22:250700;279.644;287.742;293.82
01/01/2014 22:260760;279.621;287.741;293.818
01/01/2014 22:260800;279.606;287.74;293.817
01/01/2014 22:280880;279.575;287.739;293.816
01/01/2014 22:280900;279.568;287.738;293.815
01/01/2014 22:301000;279.53;287.737;293.813
01/01/2014 22:311100;279.493;287.735;293.811
01/01/2014 22:321120;279.485;287.735;293.811
01/01/2014 22:331200;279.455;287.734;293.809
01/01/2014 22:341240;279.44;287.733;293.808
01/01/2014 22:351300;279.418;287.732;293.807
01/01/2014 22:361360;279.396;287.732;293.805
01/01/2014 22:361400;279.381;287.731;293.805
01/01/2014 22:381480;279.352;287.73;293.803
01/01/2014 22:381500;279.344;287.73;293.802
01/01/2014 22:401600;279.308;287.728;293.8
01/01/2014 22:411700;279.271;287.727;293.798
01/01/2014 22:421720;279.264;287.727;293.798
01/01/2014 22:431800;279.235;287.725;293.796
01/01/2014 22:441840;279.221;287.725;293.795
01/01/2014 22:451900;279.199;287.724;293.794
01/01/2014 22:461960;279.178;287.723;293.793
01/01/2014 22:462000;279.164;287.723;293.792
01/01/2014 22:482080;279.135;287.722;293.79
01/01/2014 22:482100;279.128;287.722;293.79
01/01/2014 22:502200;279.093;287.72;293.788
01/01/2014 22:512300;279.057;287.719;293.785
01/01/2014 22:522320;279.05;287.719;293.785
01/01/2014 22:532400;279.022;287.718;293.783
01/01/2014 22:542440;279.008;287.717;293.782
01/01/2014 22:552500;278.988;287.717;293.781
01/01/2014 22:562560;278.967;287.716;293.78
01/01/2014 22:562600;278.953;287.715;293.779
01/01/2014 22:582680;278.925;287.714;293.777
01/01/2014 22:582700;278.919;287.714;293.777
01/01/2014 23:002800;278.884;287.713;293.775
01/01/2014 23:012900;278.85;287.712;293.773
01/01/2014 23:022920;278.843;287.712;293.772
01/01/2014 23:033000;278.816;287.711;293.77
01/01/2014 23:043040;278.803;287.71;293.77
01/01/2014 23:053100;278.783;287.71;293.768
01/01/2014 23:063160;278.763;287.709;293.767
01/01/2014 23:063200;278.749;287.709;293.766
01/01/2014 23:083280;278.723;287.708;293.764
01/01/2014 23:083300;278.716;287.708;293.764
01/01/2014 23:103400;278.683;287.707;293.762
01/01/2014 23:113500;278.65;287.706;293.76
01/01/2014 23:123520;278.643;287.705;293.759
01/01/2014 23:133600;278.617;287.704;293.758
01/01/2014 23:143640;278.604;287.704;293.757
01/01/2014 23:153700;278.585;287.703;293.756
01/01/2014 23:163760;278.566;287.703;293.754
01/01/2014 23:163800;278.553;287.703;293.753
01/01/2014 23:183880;278.527;287.702;293.752
01/01/2014 23:183900;278.521;287.702;293.751
01/01/2014 23:204000;278.489;287.701;293.749
01/01/2014 23:214100;278.458;287.7;293.747
01/01/2014 23:224120;278.452;287.7;293.747
01/01/2014 23:234200;278.427;287.699;293.745
01/01/2014 23:244240;278.415;287.698;293.744
01/01/2014 23:254300;278.396;287.698;293.743
01/01/2014 23:264360;278.378;287.697;293.741
01/01/2014 23:264400;278.365;287.697;293.741
01/01/2014 23:284480;278.341;287.696;293.739
01/01/2014 23:284500;278.335;287.696;293.738
01/01/2014 23:304600;278.305;287.695;293.736
01/01/2014 23:314700;278.275;287.695;293.734
01/01/2014 23:324720;278.269;287.694;293.734
01/01/2014 23:334800;278.245;287.694;293.732
01/01/2014 23:344840;278.234;287.693;293.731
01/01/2014 23:354900;278.216;287.693;293.73
01/01/2014 23:364960;278.199;287.693;293.729
01/01/2014 23:365000;278.187;287.692;293.728
01/01/2014 23:385080;278.164;287.692;293.726
01/01/2014 23:385100;278.158;287.691;293.726
01/01/2014 23:405200;278.129;287.691;293.724
01/01/2014 23:415300;278.101;287.69;293.721
01/01/2014 23:425320;278.095;287.69;293.721
01/01/2014 23:435400;278.073;287.689;293.719
01/01/2014 23:445440;278.061;287.689;293.718
01/01/2014 23:455500;278.045;287.689;293.717
01/01/2014 23:465560;278.028;287.688;293.716
01/01/2014 23:465600;278.017;287.688;293.715
01/01/2014 23:485680;277.995;287.687;293.713
01/01/2014 23:485700;277.989;287.687;293.713
01/01/2014 23:505800;277.962;287.687;293.711
01/01/2014 23:515900;277.935;287.686;293.709
01/01/2014 23:525920;277.929;287.686;293.708
01/01/2014 23:536000;277.908;287.685;293.707
01/01/2014 23:546040;277.897;287.685;293.706
01/01/2014 23:556100;277.881;287.685;293.704
01/01/2014 23:566160;277.865;287.685;293.703
01/01/2014 23:566200;277.854;287.684;293.702
01/01/2014 23:586280;277.833;287.684;293.701
01/01/2014 23:586300;277.827;287.684;293.7
02/01/2014 00:006400;277.801;287.683;293.698
02/01/2014 00:006401;277.801;287.683;293.698
02/01/2014 00:016500;277.775;287.683;293.696
02/01/2014 00:026520;277.769;287.683;293.695
02/01/2014 00:036600;277.748;287.682;293.694
02/01/2014 00:046640;277.738;287.682;293.693
02/01/2014 00:056700;277.722;287.682;293.692
02/01/2014 00:066760;277.707;287.681;293.69
02/01/2014 00:066800;277.696;287.681;293.69
02/01/2014 00:086880;277.675;287.681;293.688
02/01/2014 00:086900;277.67;287.681;293.687
02/01/2014 00:107000;277.644;287.68;293.685
02/01/2014 00:117100;277.618;287.68;293.683
02/01/2014 00:127120;277.613;287.68;293.683
02/01/2014 00:137200;277.592;287.679;293.681
02/01/2014 00:147240;277.582;287.679;293.68
02/01/2014 00:157300;277.566;287.679;293.679
02/01/2014 00:167360;277.551;287.679;293.678
02/01/2014 00:167400;277.54;287.679;293.677
02/01/2014 00:187480;277.519;287.678;293.675
02/01/2014 00:187500;277.514;287.678;293.675
02/01/2014 00:207600;277.488;287.678;293.673
02/01/2014 00:217700;277.462;287.677;293.67
02/01/2014 00:227720;277.457;287.677;293.67
02/01/2014 00:237800;277.436;287.677;293.668
02/01/2014 00:247840;277.425;287.677;293.667
02/01/2014 00:257900;277.409;287.677;293.666
02/01/2014 00:267960;277.393;287.677;293.665
02/01/2014 00:268000;277.383;287.676;293.664
02/01/2014 00:288080;277.362;287.676;293.662
02/01/2014 00:288100;277.356;287.676;293.662
02/01/2014 00:308200;277.33;287.676;293.66
02/01/2014 00:318300;277.303;287.676;293.658
02/01/2014 00:328320;277.298;287.676;293.657
02/01/2014 00:338400;277.277;287.675;293.656
02/01/2014 00:348440;277.266;287.675;293.655
02/01/2014 00:358500;277.25;287.675;293.653
02/01/2014 00:368560;277.234;287.675;293.652
02/01/2014 00:368600;277.223;287.675;293.651
02/01/2014 00:388680;277.202;287.675;293.65
02/01/2014 00:388700;277.196;287.675;293.649
02/01/2014 00:408800;277.169;287.674;293.647
02/01/2014 00:418900;277.142;287.674;293.645
02/01/2014 00:428920;277.137;287.674;293.645
02/01/2014 00:439000;277.115;287.674;293.643
02/01/2014 00:449040;277.104;287.674;293.642
02/01/2014 00:459100;277.088;287.674;293.641
02/01/2014 00:469160;277.072;287.674;293.639
02/01/2014 00:469200;277.061;287.674;293.639
02/01/2014 00:489280;277.039;287.673;293.637
02/01/2014 00:489300;277.034;287.673;293.636
02/01/2014 00:509400;277.007;287.673;293.634
02/01/2014 00:519500;276.98;287.673;293.632
02/01/2014 00:529520;276.974;287.673;293.632
02/01/2014 00:539600;276.953;287.673;293.63
02/01/2014 00:549640;276.942;287.673;293.629
02/01/2014 00:559700;276.926;287.673;293.628
02/01/2014 00:569760;276.909;287.673;293.627
02/01/2014 00:569800;276.899;287.673;293.626
02/01/2014 00:589880;276.877;287.673;293.624
02/01/2014 00:589900;276.872;287.673;293.624
02/01/2014 01:000000;276.845;287.673;293.622
02/01/2014 01:010100;276.818;287.673;293.62
02/01/2014 01:020120;276.813;287.673;293.619
02/01/2014 01:030200;276.791;287.673;293.617
02/01/2014 01:040240;276.781;287.673;293.617
02/01/2014 01:050300;276.765;287.673;293.615
02/01/2014 01:060360;276.749;287.673;293.614
02/01/2014 01:060400;276.738;287.673;293.613
02/01/2014 01:080480;276.717;287.673;293.611
02/01/2014 01:080500;276.712;287.673;293.611
02/01/2014 01:100600;276.686;287.673;293.609
02/01/2014 01:110700;276.66;287.673;293.607
02/01/2014 01:120720;276.655;287.673;293.606
02/01/2014 01:130800;276.634;287.673;293.605
02/01/2014 01:140840;276.624;287.673;293.604
02/01/2014 01:150900;276.609;287.673;293.603
02/01/2014 01:160960;276.594;287.673;293.601
02/01/2014 01:161000;276.583;287.673;293.6
02/01/2014 01:181080;276.563;287.673;293.599
02/01/2014 01:181100;276.558;287.673;293.598
02/01/2014 01:201200;276.533;287.673;293.596
02/01/2014 01:211300;276.508;287.673;293.594
02/01/2014 01:221320;276.503;287.673;293.594
02/01/2014 01:231400;276.484;287.673;293.592
02/01/2014 01:241440;276.474;287.673;293.591
02/01/2014 01:251500;276.459;287.673;293.59
02/01/2014 01:261560;276.445;287.673;293.589
02/01/2014 01:261600;276.435;287.673;293.588
02/01/2014 01:281680;276.416;287.673;293.586
02/01/2014 01:281700;276.411;287.673;293.586
02/01/2014 01:301800;276.387;287.673;293.583
02/01/2014 01:311900;276.364;287.673;293.581
02/01/2014 01:321920;276.359;287.673;293.581
02/01/2014 01:332000;276.341;287.674;293.579
02/01/2014 01:342040;276.331;287.674;293.578
02/01/2014 01:352100;276.318;287.674;293.577
02/01/2014 01:362160;276.304;287.674;293.576
02/01/2014 01:362200;276.295;287.674;293.575
02/01/2014 01:382280;276.277;287.674;293.573
02/01/2014 01:382300;276.272;287.674;293.573
02/01/2014 01:402400;276.25;287.674;293.571
02/01/2014 01:412500;276.228;287.674;293.569
02/01/2014 01:422520;276.224;287.674;293.568
02/01/2014 01:432600;276.207;287.675;293.567
02/01/2014 01:442640;276.198;287.675;293.566
02/01/2014 01:452700;276.185;287.675;293.564
02/01/2014 01:462760;276.173;287.675;293.563
02/01/2014 01:462800;276.164;287.675;293.562
02/01/2014 01:482880;276.147;287.675;293.561
02/01/2014 01:482900;276.143;287.675;293.56
02/01/2014 01:503000;276.123;287.675;293.558
02/01/2014 01:513100;276.103;287.676;293.556
02/01/2014 01:523120;276.099;287.676;293.556
02/01/2014 01:533200;276.083;287.676;293.554
02/01/2014 01:543240;276.075;287.676;293.553
02/01/2014 01:553300;276.063;287.676;293.552
02/01/2014 01:563360;276.052;287.676;293.55
02/01/2014 01:563400;276.044;287.677;293.55
02/01/2014 01:583480;276.029;287.677;293.548
02/01/2014 01:583500;276.025;287.677;293.548
02/01/2014 02:003600;276.006;287.677;293.545
02/01/2014 02:013700;275.988;287.677;293.543
02/01/2014 02:023720;275.984;287.677;293.543
02/01/2014 02:033800;275.97;287.678;293.541
02/01/2014 02:043840;275.963;287.678;293.54
02/01/2014 02:053900;275.952;287.678;293.539
02/01/2014 02:063960;275.942;287.678;293.538
02/01/2014 02:064000;275.935;287.678;293.537
02/01/2014 02:084080;275.922;287.679;293.535
02/01/2014 02:084100;275.918;287.679;293.535
02/01/2014 02:104200;275.902;287.679;293.533
02/01/2014 02:114300;275.886;287.679;293.531
02/01/2014 02:124320;275.883;287.679;293.53
02/01/2014 02:134400;275.87;287.68;293.529
02/01/2014 02:144440;275.864;287.68;293.528
02/01/2014 02:154500;275.855;287.68;293.526
02/01/2014 02:164560;275.847;287.68;293.525
02/01/2014 02:164600;275.841;287.68;293.524
02/01/2014 02:184680;275.829;287.681;293.523
02/01/2014 02:184700;275.827;287.681;293.522
02/01/2014 02:204800;275.813;287.681;293.52
02/01/2014 02:214900;275.799;287.682;293.518
02/01/2014 02:224920;275.797;287.682;293.518
02/01/2014 02:235000;275.787;287.682;293.516
02/01/2014 02:245040;275.782;287.682;293.515
02/01/2014 02:255100;275.774;287.682;293.514
02/01/2014 02:265160;275.767;287.683;293.512
02/01/2014 02:265200;275.763;287.683;293.512
02/01/2014 02:285280;275.753;287.683;293.51
02/01/2014 02:285300;275.751;287.683;293.51
02/01/2014 02:305400;275.74;287.684;293.507
02/01/2014 02:315500;275.73;287.684;293.505
02/01/2014 02:325520;275.728;287.684;293.505
02/01/2014 02:335600;275.72;287.685;293.503
02/01/2014 02:345640;275.716;287.685;293.502
02/01/2014 02:355700;275.71;287.685;293.501
02/01/2014 02:365760;275.705;287.685;293.5
02/01/2014 02:365800;275.701;287.685;293.499
02/01/2014 02:385880;275.694;287.686;293.497
02/01/2014 02:385900;275.692;287.686;293.497
02/01/2014 02:406000;275.684;287.686;293.495
02/01/2014 02:416100;275.676;287.687;293.493
02/01/2014 02:426120;275.675;287.687;293.492
02/01/2014 02:436200;275.669;287.687;293.491
02/01/2014 02:446240;275.666;287.688;293.49
02/01/2014 02:456300;275.662;287.688;293.488
02/01/2014 02:466360;275.657;287.688;293.487
02/01/2014 02:466400;275.655;287.688;293.486
02/01/2014 02:486480;275.65;287.689;293.485
02/01/2014 02:486500;275.648;287.689;293.484
02/01/2014 02:506600;275.642;287.689;293.482
02/01/2014 02:516700;275.636;287.69;293.48
02/01/2014 02:526720;275.635;287.69;293.48
02/01/2014 02:536800;275.631;287.69;293.478
02/01/2014 02:546840;275.629;287.691;293.477
02/01/2014 02:556900;275.626;287.691;293.476
02/01/2014 02:566960;275.623;287.691;293.475
02/01/2014 02:567000;275.621;287.692;293.474
02/01/2014 02:587080;275.617;287.692;293.472
02/01/2014 02:587100;275.616;287.692;293.472
02/01/2014 03:007200;275.611;287.693;293.469
02/01/2014 03:017300;275.607;287.693;293.467
02/01/2014 03:027320;275.606;287.693;293.467
02/01/2014 03:037400;275.602;287.694;293.465
02/01/2014 03:047440;275.601;287.694;293.464
02/01/2014 03:057500;275.598;287.694;293.463
02/01/2014 03:067560;275.595;287.695;293.462
02/01/2014 03:067600;275.594;287.695;293.461
02/01/2014 03:087680;275.591;287.695;293.459
02/01/2014 03:087700;275.59;287.696;293.459
02/01/2014 03:107800;275.586;287.696;293.457
02/01/2014 03:117900;275.582;287.697;293.455
02/01/2014 03:127920;275.581;287.697;293.454
02/01/2014 03:138000;275.579;287.697;293.453
02/01/2014 03:148040;275.577;287.698;293.452
02/01/2014 03:158100;275.575;287.698;293.451
02/01/2014 03:168160;275.573;287.698;293.449
02/01/2014 03:168200;275.571;287.699;293.448
02/01/2014 03:188280;275.569;287.699;293.447
02/01/2014 03:188300;275.568;287.699;293.446
02/01/2014 03:208400;275.565;287.7;293.444
02/01/2014 03:218500;275.561;287.701;293.442
02/01/2014 03:228520;275.561;287.701;293.442
02/01/2014 03:238600;275.558;287.701;293.44
02/01/2014 03:248640;275.557;287.701;293.439
02/01/2014 03:258700;275.555;287.702;293.438
02/01/2014 03:268760;275.553;287.702;293.437
02/01/2014 03:268800;275.552;287.702;293.436
02/01/2014 03:288880;275.549;287.703;293.434
02/01/2014 03:288900;275.549;287.703;293.434
02/01/2014 03:309000;275.546;287.704;293.432
02/01/2014 03:319100;275.543;287.704;293.429
02/01/2014 03:329120;275.542;287.705;293.429
02/01/2014 03:339200;275.54;287.705;293.427
02/01/2014 03:349240;275.538;287.705;293.427
02/01/2014 03:359300;275.537;287.706;293.425
02/01/2014 03:369360;275.535;287.706;293.424
02/01/2014 03:369400;275.534;287.707;293.423
02/01/2014 03:389480;275.531;287.707;293.421
02/01/2014 03:389500;275.531;287.707;293.421
02/01/2014 03:409600;275.528;287.708;293.419
02/01/2014 03:419700;275.525;287.709;293.417
02/01/2014 03:429720;275.524;287.709;293.416
02/01/2014 03:439800;275.522;287.709;293.415
02/01/2014 03:449840;275.52;287.71;293.414
02/01/2014 03:459900;275.519;287.71;293.413
02/01/2014 03:469960;275.517;287.71;293.411
02/01/2014 03:4600000;275.516;287.711;293.411
02/01/2014 03:4800080;275.513;287.711;293.409
02/01/2014 03:4800100;275.512;287.712;293.408
02/01/2014 03:5000200;275.509;287.712;293.406
02/01/2014 03:5100300;275.506;287.713;293.404
02/01/2014 03:5200320;275.506;287.713;293.404
02/01/2014 03:5300400;275.503;287.714;293.402
02/01/2014 03:5400440;275.502;287.714;293.401
02/01/2014 03:5500500;275.5;287.714;293.4
02/01/2014 03:5600560;275.498;287.715;293.399
02/01/2014 03:5600600;275.497;287.715;293.398
02/01/2014 03:5800680;275.494;287.716;293.396
02/01/2014 03:5800700;275.493;287.716;293.396
02/01/2014 04:0000800;275.49;287.717;293.394
02/01/2014 04:0100900;275.487;287.717;293.392
02/01/2014 04:0200920;275.486;287.718;293.391
02/01/2014 04:0301000;275.483;287.718;293.39
02/01/2014 04:0401040;275.482;287.719;293.389
02/01/2014 04:0501100;275.48;287.719;293.387
02/01/2014 04:0601160;275.477;287.72;293.386
02/01/2014 04:0601200;275.476;287.72;293.385
02/01/2014 04:0801280;275.473;287.72;293.384
02/01/2014 04:0801300;275.472;287.721;293.383
02/01/2014 04:1001400;275.468;287.721;293.381
02/01/2014 04:1101500;275.465;287.722;293.379
02/01/2014 04:1201520;275.464;287.722;293.379
02/01/2014 04:1301600;275.461;287.723;293.377
02/01/2014 04:1401640;275.459;287.723;293.376
02/01/2014 04:1501700;275.457;287.724;293.375
02/01/2014 04:1601760;275.454;287.724;293.374
02/01/2014 04:1601800;275.452;287.725;293.373
02/01/2014 04:1801880;275.449;287.725;293.371
02/01/2014 04:1801900;275.448;287.725;293.371
02/01/2014 04:2002000;275.444;287.726;293.369
02/01/2014 04:2102100;275.439;287.727;293.367
02/01/2014 04:2202120;275.438;287.727;293.366
02/01/2014 04:2302200;275.435;287.728;293.364
02/01/2014 04:2402240;275.433;287.728;293.364
02/01/2014 04:2502300;275.43;287.729;293.362
02/01/2014 04:2602360;275.427;287.729;293.361
02/01/2014 04:2602400;275.425;287.73;293.36
02/01/2014 04:2802480;275.421;287.73;293.359
02/01/2014 04:2802500;275.42;287.73;293.358
02/01/2014 04:3002600;275.415;287.731;293.356
02/01/2014 04:3102700;275.41;287.732;293.354
02/01/2014 04:3202720;275.409;287.732;293.354
02/01/2014 04:3302800;275.405;287.733;293.352
