Created on March	04/03/2014 09:50
Date;T1.T;T3.T;T5.T
13/01/2014 19:44.10784e+006;286.836;283.564;291.564
13/01/2014 19:45.1079e+006;286.825;283.561;291.563
13/01/2014 19:46.10796e+006;286.815;283.557;291.562
13/01/2014 19:46.108e+006;286.808;283.555;291.561
13/01/2014 19:48.10808e+006;286.794;283.55;291.56
13/01/2014 19:48.1081e+006;286.791;283.549;291.559
13/01/2014 19:50.1082e+006;286.774;283.543;291.557
13/01/2014 19:51.1083e+006;286.757;283.537;291.555
13/01/2014 19:52.10832e+006;286.754;283.536;291.555
13/01/2014 19:53.1084e+006;286.74;283.53;291.554
13/01/2014 19:54.10844e+006;286.734;283.528;291.553
13/01/2014 19:55.1085e+006;286.724;283.524;291.552
13/01/2014 19:56.10856e+006;286.714;283.52;291.551
13/01/2014 19:56.1086e+006;286.707;283.518;291.55
13/01/2014 19:58.10868e+006;286.694;283.513;291.548
13/01/2014 19:58.1087e+006;286.691;283.511;291.548
13/01/2014 20:00.1088e+006;286.674;283.505;291.546
13/01/2014 20:01.10889e+006;286.66;283.499;291.544
13/01/2014 20:01.1089e+006;286.658;283.499;291.544
13/01/2014 20:02.10892e+006;286.655;283.499;291.544
13/01/2014 20:03.109e+006;286.642;283.499;291.542
13/01/2014 20:04.10904e+006;286.636;283.499;291.542
13/01/2014 20:05.1091e+006;286.626;283.499;291.54
13/01/2014 20:06.10916e+006;286.617;283.499;291.539
13/01/2014 20:06.1092e+006;286.611;283.499;291.539
13/01/2014 20:08.10928e+006;286.598;283.499;291.537
13/01/2014 20:08.1093e+006;286.595;283.499;291.537
13/01/2014 20:10.1094e+006;286.579;283.499;291.535
13/01/2014 20:11.1095e+006;286.564;283.499;291.533
13/01/2014 20:12.10952e+006;286.561;283.499;291.533
13/01/2014 20:13.1096e+006;286.549;283.499;291.531
13/01/2014 20:14.10964e+006;286.543;283.499;291.53
13/01/2014 20:15.1097e+006;286.534;283.5;291.529
13/01/2014 20:16.10976e+006;286.524;283.5;291.528
13/01/2014 20:16.1098e+006;286.518;283.5;291.527
13/01/2014 20:18.10988e+006;286.507;283.5;291.526
13/01/2014 20:18.1099e+006;286.504;283.5;291.525
13/01/2014 20:20.11e+006;286.489;283.5;291.524
13/01/2014 20:21.1101e+006;286.474;283.5;291.522
13/01/2014 20:22.11012e+006;286.471;283.5;291.521
13/01/2014 20:23.1102e+006;286.46;283.5;291.52
13/01/2014 20:24.11024e+006;286.454;283.5;291.519
13/01/2014 20:25.1103e+006;286.445;283.5;291.518
13/01/2014 20:26.11036e+006;286.437;283.5;291.517
13/01/2014 20:26.1104e+006;286.431;283.5;291.516
13/01/2014 20:28.11048e+006;286.419;283.5;291.514
13/01/2014 20:28.1105e+006;286.417;283.5;291.514
13/01/2014 20:30.1106e+006;286.403;283.5;291.512
13/01/2014 20:31.1107e+006;286.389;283.5;291.51
13/01/2014 20:32.11072e+006;286.386;283.5;291.51
13/01/2014 20:33.1108e+006;286.375;283.5;291.508
13/01/2014 20:34.11084e+006;286.369;283.5;291.508
13/01/2014 20:35.1109e+006;286.361;283.501;291.507
13/01/2014 20:36.11096e+006;286.353;283.501;291.505
13/01/2014 20:36.111e+006;286.347;283.501;291.505
13/01/2014 20:38.11108e+006;286.337;283.501;291.503
13/01/2014 20:38.1111e+006;286.334;283.501;291.503
13/01/2014 20:40.1112e+006;286.32;283.501;291.501
13/01/2014 20:41.1113e+006;286.307;283.501;291.499
13/01/2014 20:42.11132e+006;286.304;283.501;291.499
13/01/2014 20:43.1114e+006;286.294;283.501;291.497
13/01/2014 20:44.11144e+006;286.288;283.501;291.496
13/01/2014 20:45.1115e+006;286.281;283.501;291.495
13/01/2014 20:46.11156e+006;286.273;283.501;291.494
13/01/2014 20:46.1116e+006;286.267;283.501;291.493
13/01/2014 20:48.11168e+006;286.257;283.501;291.492
13/01/2014 20:48.1117e+006;286.254;283.501;291.491
13/01/2014 20:50.1118e+006;286.242;283.501;291.49
13/01/2014 20:51.1119e+006;286.229;283.501;291.488
13/01/2014 20:52.11192e+006;286.226;283.501;291.487
13/01/2014 20:53.112e+006;286.216;283.502;291.486
13/01/2014 20:54.11204e+006;286.211;283.502;291.485
13/01/2014 20:55.1121e+006;286.203;283.502;291.484
13/01/2014 20:56.11216e+006;286.195;283.502;291.483
13/01/2014 20:56.1122e+006;286.19;283.502;291.482
13/01/2014 20:58.11228e+006;286.18;283.502;291.481
13/01/2014 20:58.1123e+006;286.178;283.502;291.48
13/01/2014 21:00.1124e+006;286.165;283.502;291.478
13/01/2014 21:00.11241e+006;286.164;283.502;291.478
13/01/2014 21:00.11242e+006;286.163;283.502;291.478
13/01/2014 21:00.11243e+006;286.162;283.501;291.478
13/01/2014 21:00.11244e+006;286.161;283.501;291.478
13/01/2014 21:01.1125e+006;286.152;283.501;291.476
13/01/2014 21:02.11252e+006;286.15;283.501;291.476
13/01/2014 21:03.1126e+006;286.14;283.501;291.474
13/01/2014 21:04.11264e+006;286.135;283.501;291.474
13/01/2014 21:05.1127e+006;286.127;283.502;291.473
13/01/2014 21:06.11276e+006;286.12;283.502;291.471
13/01/2014 21:06.1128e+006;286.115;283.502;291.471
13/01/2014 21:08.11288e+006;286.105;283.502;291.469
13/01/2014 21:08.1129e+006;286.102;283.502;291.469
13/01/2014 21:10.113e+006;286.09;283.502;291.467
13/01/2014 21:11.1131e+006;286.077;283.502;291.465
13/01/2014 21:12.11312e+006;286.075;283.502;291.465
13/01/2014 21:13.1132e+006;286.065;283.502;291.463
13/01/2014 21:14.11324e+006;286.06;283.502;291.462
13/01/2014 21:15.1133e+006;286.052;283.502;291.461
13/01/2014 21:16.11336e+006;286.044;283.502;291.46
13/01/2014 21:16.1134e+006;286.039;283.502;291.459
13/01/2014 21:18.11348e+006;286.029;283.502;291.458
13/01/2014 21:18.1135e+006;286.027;283.502;291.457
13/01/2014 21:20.1136e+006;286.014;283.503;291.456
13/01/2014 21:21.1137e+006;286.002;283.503;291.454
13/01/2014 21:22.11372e+006;285.999;283.503;291.453
13/01/2014 21:23.1138e+006;285.989;283.503;291.452
13/01/2014 21:24.11384e+006;285.984;283.503;291.451
13/01/2014 21:25.1139e+006;285.976;283.503;291.45
13/01/2014 21:26.11396e+006;285.969;283.503;291.449
13/01/2014 21:26.114e+006;285.963;283.503;291.448
13/01/2014 21:28.11408e+006;285.953;283.503;291.446
13/01/2014 21:28.1141e+006;285.951;283.503;291.446
13/01/2014 21:30.1142e+006;285.938;283.503;291.444
13/01/2014 21:31.1143e+006;285.925;283.503;291.442
13/01/2014 21:32.11432e+006;285.923;283.503;291.442
13/01/2014 21:33.1144e+006;285.912;283.504;291.44
13/01/2014 21:34.11444e+006;285.907;283.504;291.44
13/01/2014 21:35.1145e+006;285.9;283.504;291.438
13/01/2014 21:36.11456e+006;285.892;283.504;291.437
13/01/2014 21:36.1146e+006;285.887;283.504;291.437
13/01/2014 21:38.11468e+006;285.876;283.504;291.435
13/01/2014 21:38.1147e+006;285.874;283.504;291.435
13/01/2014 21:40.1148e+006;285.861;283.504;291.433
13/01/2014 21:41.1149e+006;285.848;283.504;291.431
13/01/2014 21:42.11492e+006;285.845;283.504;291.431
13/01/2014 21:43.115e+006;285.835;283.504;291.429
13/01/2014 21:44.11504e+006;285.83;283.504;291.428
13/01/2014 21:45.1151e+006;285.822;283.505;291.427
13/01/2014 21:46.11516e+006;285.814;283.505;291.426
13/01/2014 21:46.1152e+006;285.809;283.505;291.425
13/01/2014 21:48.11528e+006;285.798;283.505;291.424
13/01/2014 21:48.1153e+006;285.796;283.505;291.423
13/01/2014 21:50.1154e+006;285.783;283.505;291.421
13/01/2014 21:51.1155e+006;285.77;283.505;291.42
13/01/2014 21:52.11552e+006;285.767;283.505;291.419
13/01/2014 21:53.1156e+006;285.757;283.505;291.418
13/01/2014 21:54.11564e+006;285.751;283.505;291.417
13/01/2014 21:55.1157e+006;285.744;283.506;291.416
13/01/2014 21:56.11576e+006;285.736;283.506;291.415
13/01/2014 21:56.1158e+006;285.731;283.506;291.414
13/01/2014 21:58.11588e+006;285.72;283.506;291.412
13/01/2014 21:58.1159e+006;285.718;283.506;291.412
13/01/2014 22:00.116e+006;285.705;283.506;291.41
13/01/2014 22:01.1161e+006;285.692;283.506;291.408
13/01/2014 22:02.11612e+006;285.689;283.506;291.408
13/01/2014 22:03.1162e+006;285.679;283.506;291.406
13/01/2014 22:04.11624e+006;285.673;283.506;291.405
13/01/2014 22:05.1163e+006;285.666;283.507;291.404
13/01/2014 22:06.11636e+006;285.658;283.507;291.403
13/01/2014 22:06.1164e+006;285.653;283.507;291.402
13/01/2014 22:08.11648e+006;285.642;283.507;291.401
13/01/2014 22:08.1165e+006;285.64;283.507;291.401
13/01/2014 22:10.1166e+006;285.627;283.507;291.399
13/01/2014 22:11.1167e+006;285.614;283.507;291.397
13/01/2014 22:12.11672e+006;285.611;283.507;291.396
13/01/2014 22:13.1168e+006;285.601;283.507;291.395
13/01/2014 22:14.11684e+006;285.596;283.508;291.394
13/01/2014 22:15.1169e+006;285.588;283.508;291.393
13/01/2014 22:16.11696e+006;285.58;283.508;291.392
13/01/2014 22:16.117e+006;285.575;283.508;291.391
13/01/2014 22:18.11708e+006;285.565;283.508;291.389
13/01/2014 22:18.1171e+006;285.562;283.508;291.389
13/01/2014 22:20.1172e+006;285.55;283.508;291.387
13/01/2014 22:21.1173e+006;285.537;283.508;291.385
13/01/2014 22:22.11732e+006;285.534;283.508;291.385
13/01/2014 22:23.1174e+006;285.524;283.509;291.383
13/01/2014 22:24.11744e+006;285.519;283.509;291.383
13/01/2014 22:25.1175e+006;285.511;283.509;291.382
13/01/2014 22:26.11756e+006;285.504;283.509;291.38
13/01/2014 22:26.1176e+006;285.499;283.509;291.38
13/01/2014 22:28.11768e+006;285.489;283.509;291.378
13/01/2014 22:28.1177e+006;285.486;283.509;291.378
13/01/2014 22:30.1178e+006;285.473;283.509;291.376
13/01/2014 22:31.1179e+006;285.461;283.51;291.374
13/01/2014 22:32.11792e+006;285.458;283.51;291.374
13/01/2014 22:33.118e+006;285.448;283.51;291.372
13/01/2014 22:34.11804e+006;285.443;283.51;291.371
13/01/2014 22:35.1181e+006;285.436;283.51;291.37
13/01/2014 22:36.11816e+006;285.428;283.51;291.369
13/01/2014 22:36.1182e+006;285.423;283.51;291.368
13/01/2014 22:38.11828e+006;285.413;283.51;291.367
13/01/2014 22:38.1183e+006;285.411;283.511;291.366
13/01/2014 22:40.1184e+006;285.398;283.511;291.364
13/01/2014 22:41.1185e+006;285.386;283.511;291.362
13/01/2014 22:42.11852e+006;285.383;283.511;291.362
13/01/2014 22:43.1186e+006;285.373;283.511;291.361
13/01/2014 22:44.11864e+006;285.368;283.511;291.36
13/01/2014 22:45.1187e+006;285.361;283.511;291.359
13/01/2014 22:46.11876e+006;285.353;283.512;291.358
13/01/2014 22:46.1188e+006;285.349;283.512;291.357
13/01/2014 22:48.11888e+006;285.339;283.512;291.355
13/01/2014 22:48.1189e+006;285.336;283.512;291.355
13/01/2014 22:50.119e+006;285.324;283.512;291.353
13/01/2014 22:51.1191e+006;285.312;283.512;291.351
13/01/2014 22:52.11912e+006;285.309;283.512;291.351
13/01/2014 22:53.1192e+006;285.299;283.513;291.349
13/01/2014 22:54.11924e+006;285.294;283.513;291.348
13/01/2014 22:55.1193e+006;285.287;283.513;291.347
13/01/2014 22:56.11936e+006;285.28;283.513;291.346
13/01/2014 22:56.1194e+006;285.275;283.513;291.345
13/01/2014 22:58.11948e+006;285.265;283.513;291.344
13/01/2014 22:58.1195e+006;285.263;283.513;291.343
13/01/2014 23:00.1196e+006;285.25;283.514;291.342
13/01/2014 23:01.1197e+006;285.238;283.514;291.34
13/01/2014 23:02.11972e+006;285.236;283.514;291.339
13/01/2014 23:03.1198e+006;285.226;283.514;291.338
13/01/2014 23:04.11984e+006;285.221;283.514;291.337
13/01/2014 23:05.1199e+006;285.214;283.514;291.336
13/01/2014 23:06.11996e+006;285.206;283.514;291.335
13/01/2014 23:06.12e+006;285.201;283.515;291.334
13/01/2014 23:08.12008e+006;285.191;283.515;291.332
13/01/2014 23:08.1201e+006;285.189;283.515;291.332
13/01/2014 23:10.1202e+006;285.176;283.515;291.33
13/01/2014 23:11.1203e+006;285.163;283.515;291.328
13/01/2014 23:12.12032e+006;285.16;283.515;291.328
13/01/2014 23:13.1204e+006;285.149;283.516;291.326
13/01/2014 23:14.12044e+006;285.144;283.516;291.326
13/01/2014 23:15.1205e+006;285.135;283.516;291.324
13/01/2014 23:16.12056e+006;285.127;283.516;291.323
13/01/2014 23:16.1206e+006;285.121;283.516;291.322
13/01/2014 23:18.12068e+006;285.109;283.516;291.321
13/01/2014 23:18.1207e+006;285.106;283.516;291.321
13/01/2014 23:20.1208e+006;285.091;283.517;291.319
13/01/2014 23:21.1209e+006;285.076;283.517;291.317
13/01/2014 23:22.12092e+006;285.073;283.517;291.316
13/01/2014 23:23.121e+006;285.06;283.517;291.315
13/01/2014 23:24.12104e+006;285.053;283.517;291.314
13/01/2014 23:25.1211e+006;285.043;283.517;291.313
13/01/2014 23:26.12116e+006;285.033;283.518;291.312
13/01/2014 23:26.1212e+006;285.026;283.518;291.311
13/01/2014 23:28.12128e+006;285.012;283.518;291.309
13/01/2014 23:28.1213e+006;285.009;283.518;291.309
13/01/2014 23:30.1214e+006;284.991;283.518;291.307
13/01/2014 23:31.1215e+006;284.972;283.519;291.305
13/01/2014 23:32.12152e+006;284.969;283.519;291.305
13/01/2014 23:33.1216e+006;284.953;283.519;291.303
13/01/2014 23:34.12164e+006;284.946;283.519;291.303
13/01/2014 23:35.1217e+006;284.934;283.519;291.301
13/01/2014 23:36.12176e+006;284.922;283.519;291.3
13/01/2014 23:36.1218e+006;284.914;283.519;291.3
13/01/2014 23:38.12188e+006;284.898;283.52;291.298
13/01/2014 23:38.1219e+006;284.893;283.52;291.298
13/01/2014 23:40.122e+006;284.873;283.52;291.296
13/01/2014 23:41.1221e+006;284.851;283.52;291.294
13/01/2014 23:42.12212e+006;284.847;283.52;291.293
13/01/2014 23:43.1222e+006;284.829;283.521;291.292
13/01/2014 23:44.12224e+006;284.82;283.521;291.291
13/01/2014 23:45.1223e+006;284.807;283.521;291.29
13/01/2014 23:46.12236e+006;284.794;283.521;291.289
13/01/2014 23:46.1224e+006;284.784;283.521;291.288
13/01/2014 23:48.12248e+006;284.766;283.521;291.287
13/01/2014 23:48.1225e+006;284.762;283.521;291.286
13/01/2014 23:50.1226e+006;284.738;283.522;291.284
13/01/2014 23:51.1227e+006;284.715;283.522;291.282
13/01/2014 23:52.12272e+006;284.71;283.522;291.282
13/01/2014 23:53.1228e+006;284.691;283.522;291.28
13/01/2014 23:54.12284e+006;284.681;283.522;291.28
13/01/2014 23:55.1229e+006;284.667;283.523;291.279
13/01/2014 23:56.12296e+006;284.652;283.523;291.277
13/01/2014 23:56.123e+006;284.643;283.523;291.277
13/01/2014 23:58.12308e+006;284.623;283.523;291.275
13/01/2014 23:58.1231e+006;284.618;283.523;291.275
14/01/2014 00:00.1232e+006;284.594;283.524;291.273
14/01/2014 00:01.1233e+006;284.57;283.524;291.271
14/01/2014 00:02.12332e+006;284.565;283.524;291.271
14/01/2014 00:03.1234e+006;284.545;283.524;291.269
14/01/2014 00:04.12344e+006;284.536;283.524;291.268
14/01/2014 00:05.1235e+006;284.521;283.525;291.267
14/01/2014 00:06.12356e+006;284.506;283.525;291.266
14/01/2014 00:06.1236e+006;284.497;283.525;291.265
14/01/2014 00:08.12368e+006;284.477;283.525;291.264
14/01/2014 00:08.1237e+006;284.472;283.525;291.263
14/01/2014 00:10.1238e+006;284.448;283.525;291.261
14/01/2014 00:11.1239e+006;284.423;283.526;291.259
14/01/2014 00:12.12392e+006;284.419;283.526;291.259
14/01/2014 00:13.124e+006;284.399;283.526;291.258
14/01/2014 00:14.12404e+006;284.389;283.526;291.257
14/01/2014 00:15.1241e+006;284.375;283.526;291.256
14/01/2014 00:16.12416e+006;284.36;283.527;291.254
14/01/2014 00:16.1242e+006;284.35;283.527;291.254
14/01/2014 00:18.12428e+006;284.331;283.527;291.252
14/01/2014 00:18.1243e+006;284.326;283.527;291.252
14/01/2014 00:20.1244e+006;284.301;283.527;291.25
14/01/2014 00:21.1245e+006;284.277;283.528;291.248
14/01/2014 00:22.12452e+006;284.272;283.528;291.248
14/01/2014 00:23.1246e+006;284.252;283.528;291.246
14/01/2014 00:24.12464e+006;284.242;283.528;291.245
14/01/2014 00:25.1247e+006;284.228;283.528;291.244
14/01/2014 00:26.12476e+006;284.213;283.529;291.243
14/01/2014 00:26.1248e+006;284.203;283.529;291.242
14/01/2014 00:28.12488e+006;284.184;283.529;291.241
14/01/2014 00:28.1249e+006;284.179;283.529;291.24
14/01/2014 00:30.125e+006;284.154;283.529;291.238
14/01/2014 00:31.1251e+006;284.129;283.53;291.237
14/01/2014 00:32.12512e+006;284.125;283.53;291.236
14/01/2014 00:33.1252e+006;284.105;283.53;291.235
14/01/2014 00:34.12524e+006;284.095;283.53;291.234
14/01/2014 00:35.1253e+006;284.08;283.53;291.233
14/01/2014 00:36.12536e+006;284.065;283.53;291.232
14/01/2014 00:36.1254e+006;284.056;283.531;291.231
14/01/2014 00:38.12548e+006;284.036;283.531;291.229
14/01/2014 00:38.1255e+006;284.031;283.531;291.229
14/01/2014 00:40.1256e+006;284.006;283.531;291.227
14/01/2014 00:41.1257e+006;283.982;283.532;291.225
14/01/2014 00:42.12572e+006;283.977;283.532;291.225
14/01/2014 00:43.1258e+006;283.957;283.532;291.223
14/01/2014 00:44.12584e+006;283.947;283.532;291.222
14/01/2014 00:45.1259e+006;283.932;283.532;291.221
14/01/2014 00:46.12596e+006;283.917;283.532;291.22
14/01/2014 00:46.126e+006;283.908;283.533;291.219
14/01/2014 00:48.12608e+006;283.888;283.533;291.218
14/01/2014 00:48.1261e+006;283.883;283.533;291.217
14/01/2014 00:50.1262e+006;283.858;283.533;291.215
14/01/2014 00:51.1263e+006;283.833;283.533;291.214
14/01/2014 00:52.12632e+006;283.828;283.534;291.213
14/01/2014 00:53.1264e+006;283.808;283.534;291.212
14/01/2014 00:54.12644e+006;283.798;283.534;291.211
14/01/2014 00:55.1265e+006;283.784;283.534;291.21
14/01/2014 00:56.12656e+006;283.769;283.534;291.209
14/01/2014 00:56.1266e+006;283.759;283.534;291.208
14/01/2014 00:58.12668e+006;283.739;283.535;291.206
14/01/2014 00:58.1267e+006;283.734;283.535;291.206
14/01/2014 01:00.1268e+006;283.709;283.535;291.204
14/01/2014 01:01.1269e+006;283.684;283.535;291.202
14/01/2014 01:02.12692e+006;283.679;283.535;291.202
14/01/2014 01:03.127e+006;283.659;283.536;291.2
14/01/2014 01:04.12704e+006;283.649;283.536;291.199
14/01/2014 01:05.1271e+006;283.634;283.536;291.198
14/01/2014 01:06.12716e+006;283.619;283.536;291.197
14/01/2014 01:06.1272e+006;283.609;283.536;291.196
14/01/2014 01:08.12728e+006;283.589;283.537;291.195
14/01/2014 01:08.1273e+006;283.584;283.537;291.194
14/01/2014 01:10.1274e+006;283.559;283.537;291.193
14/01/2014 01:11.1275e+006;283.534;283.537;291.191
14/01/2014 01:12.12752e+006;283.529;283.537;291.19
14/01/2014 01:12.12753e+006;283.527;283.537;291.19
14/01/2014 01:13.1276e+006;283.508;283.538;291.189
14/01/2014 01:14.12764e+006;283.498;283.538;291.188
14/01/2014 01:15.1277e+006;283.483;283.538;291.187
14/01/2014 01:16.12776e+006;283.467;283.538;291.186
14/01/2014 01:16.1278e+006;283.457;283.538;291.185
14/01/2014 01:18.12788e+006;283.436;283.538;291.183
14/01/2014 01:18.1279e+006;283.431;283.539;291.183
14/01/2014 01:20.128e+006;283.405;283.539;291.181
14/01/2014 01:21.1281e+006;283.378;283.539;291.179
14/01/2014 01:22.12812e+006;283.373;283.539;291.179
14/01/2014 01:23.1282e+006;283.352;283.539;291.177
14/01/2014 01:24.12824e+006;283.342;283.54;291.176
14/01/2014 01:25.1283e+006;283.326;283.54;291.175
14/01/2014 01:26.12836e+006;283.31;283.54;291.174
14/01/2014 01:26.1284e+006;283.3;283.54;291.173
14/01/2014 01:28.12848e+006;283.279;283.54;291.171
14/01/2014 01:28.1285e+006;283.273;283.54;291.171
14/01/2014 01:30.1286e+006;283.247;283.541;291.169
14/01/2014 01:31.1287e+006;283.22;283.541;291.167
14/01/2014 01:32.12872e+006;283.215;283.541;291.167
14/01/2014 01:33.1288e+006;283.194;283.541;291.165
14/01/2014 01:34.12884e+006;283.183;283.541;291.164
14/01/2014 01:35.1289e+006;283.167;283.542;291.163
14/01/2014 01:36.12896e+006;283.151;283.542;291.162
14/01/2014 01:36.129e+006;283.141;283.542;291.161
14/01/2014 01:38.12908e+006;283.119;283.542;291.159
14/01/2014 01:38.1291e+006;283.114;283.542;291.159
14/01/2014 01:40.1292e+006;283.087;283.543;291.157
14/01/2014 01:41.1293e+006;283.061;283.543;291.155
14/01/2014 01:42.12932e+006;283.055;283.543;291.154
14/01/2014 01:43.1294e+006;283.034;283.543;291.153
14/01/2014 01:44.12944e+006;283.023;283.543;291.152
14/01/2014 01:45.1295e+006;283.007;283.543;291.151
14/01/2014 01:46.12956e+006;282.991;283.544;291.149
14/01/2014 01:46.1296e+006;282.981;283.544;291.149
14/01/2014 01:48.12968e+006;282.96;283.544;291.147
14/01/2014 01:48.1297e+006;282.954;283.544;291.147
14/01/2014 01:50.1298e+006;282.928;283.544;291.145
14/01/2014 01:51.1299e+006;282.901;283.545;291.142
14/01/2014 01:52.12992e+006;282.896;283.545;291.142
14/01/2014 01:53.13e+006;282.875;283.545;291.14
14/01/2014 01:54.13004e+006;282.864;283.545;291.14
14/01/2014 01:55.1301e+006;282.848;283.545;291.138
14/01/2014 01:56.13016e+006;282.832;283.546;291.137
14/01/2014 01:56.1302e+006;282.822;283.546;291.136
14/01/2014 01:58.13028e+006;282.801;283.546;291.135
14/01/2014 01:58.1303e+006;282.796;283.546;291.134
14/01/2014 02:00.1304e+006;282.77;283.546;291.132
14/01/2014 02:01.1305e+006;282.744;283.547;291.13
14/01/2014 02:02.13052e+006;282.738;283.547;291.13
14/01/2014 02:03.1306e+006;282.718;283.547;291.128
14/01/2014 02:04.13064e+006;282.707;283.547;291.127
14/01/2014 02:05.1307e+006;282.692;283.547;291.126
14/01/2014 02:06.13076e+006;282.677;283.547;291.125
14/01/2014 02:06.1308e+006;282.666;283.548;291.124
14/01/2014 02:08.13088e+006;282.646;283.548;291.122
14/01/2014 02:08.1309e+006;282.641;283.548;291.122
14/01/2014 02:10.131e+006;282.616;283.548;291.12
14/01/2014 02:11.1311e+006;282.591;283.548;291.117
14/01/2014 02:12.13112e+006;282.586;283.549;291.117
14/01/2014 02:13.1312e+006;282.566;283.549;291.115
14/01/2014 02:14.13124e+006;282.556;283.549;291.115
14/01/2014 02:15.1313e+006;282.541;283.549;291.113
14/01/2014 02:16.13136e+006;282.527;283.549;291.112
14/01/2014 02:16.1314e+006;282.517;283.549;291.111
14/01/2014 02:18.13148e+006;282.498;283.55;291.11
14/01/2014 02:18.1315e+006;282.493;283.55;291.109
14/01/2014 02:20.1316e+006;282.469;283.55;291.107
14/01/2014 02:21.1317e+006;282.445;283.551;291.105
14/01/2014 02:22.13172e+006;282.441;283.551;291.104
14/01/2014 02:23.1318e+006;282.422;283.551;291.103
14/01/2014 02:24.13184e+006;282.412;283.551;291.102
14/01/2014 02:25.1319e+006;282.399;283.551;291.101
14/01/2014 02:26.13196e+006;282.385;283.551;291.099
14/01/2014 02:26.132e+006;282.376;283.552;291.099
14/01/2014 02:28.13208e+006;282.357;283.552;291.097
14/01/2014 02:28.1321e+006;282.353;283.552;291.097
14/01/2014 02:30.1322e+006;282.33;283.552;291.094
14/01/2014 02:31.1323e+006;282.308;283.553;291.092
14/01/2014 02:32.13232e+006;282.304;283.553;291.092
14/01/2014 02:33.1324e+006;282.286;283.553;291.09
14/01/2014 02:34.13244e+006;282.278;283.553;291.089
14/01/2014 02:35.1325e+006;282.265;283.553;291.088
14/01/2014 02:36.13256e+006;282.252;283.554;291.087
14/01/2014 02:36.1326e+006;282.243;283.554;291.086
14/01/2014 02:38.13268e+006;282.226;283.554;291.084
14/01/2014 02:38.1327e+006;282.222;283.554;291.084
14/01/2014 02:40.1328e+006;282.201;283.555;291.082
14/01/2014 02:41.1329e+006;282.181;283.555;291.08
14/01/2014 02:42.13292e+006;282.176;283.555;291.079
14/01/2014 02:43.133e+006;282.16;283.556;291.078
14/01/2014 02:44.13304e+006;282.152;283.556;291.077
14/01/2014 02:45.1331e+006;282.14;283.557;291.076
14/01/2014 02:46.13316e+006;282.128;283.558;291.074
14/01/2014 02:46.1332e+006;282.12;283.558;291.073
14/01/2014 02:48.13328e+006;282.104;283.559;291.072
14/01/2014 02:48.1333e+006;282.1;283.559;291.071
14/01/2014 02:50.1334e+006;282.081;283.561;291.069
14/01/2014 02:51.1335e+006;282.062;283.562;291.067
14/01/2014 02:52.13352e+006;282.058;283.562;291.067
14/01/2014 02:53.1336e+006;282.043;283.563;291.065
14/01/2014 02:54.13364e+006;282.035;283.564;291.064
14/01/2014 02:55.1337e+006;282.024;283.564;291.063
14/01/2014 02:56.13376e+006;282.013;283.565;291.062
14/01/2014 02:56.1338e+006;282.005;283.566;291.061
14/01/2014 02:58.13388e+006;281.991;283.567;291.059
14/01/2014 02:58.1339e+006;281.987;283.567;291.059
14/01/2014 03:00.134e+006;281.969;283.568;291.057
14/01/2014 03:01.1341e+006;281.951;283.57;291.055
14/01/2014 03:02.13412e+006;281.947;283.57;291.054
14/01/2014 03:03.1342e+006;281.933;283.571;291.052
14/01/2014 03:04.13424e+006;281.926;283.572;291.052
14/01/2014 03:05.1343e+006;281.915;283.572;291.05
14/01/2014 03:06.13436e+006;281.905;283.573;291.049
14/01/2014 03:06.1344e+006;281.898;283.574;291.048
14/01/2014 03:08.13448e+006;281.884;283.575;291.047
14/01/2014 03:08.1345e+006;281.881;283.575;291.046
14/01/2014 03:10.1346e+006;281.863;283.577;291.044
14/01/2014 03:11.1347e+006;281.846;283.578;291.042
14/01/2014 03:12.13472e+006;281.843;283.578;291.042
14/01/2014 03:13.1348e+006;281.83;283.579;291.04
14/01/2014 03:14.13484e+006;281.823;283.58;291.039
14/01/2014 03:15.1349e+006;281.813;283.581;291.038
14/01/2014 03:16.13496e+006;281.803;283.582;291.037
14/01/2014 03:16.135e+006;281.797;283.582;291.036
14/01/2014 03:18.13508e+006;281.784;283.583;291.034
14/01/2014 03:18.1351e+006;281.78;283.584;291.034
14/01/2014 03:20.1352e+006;281.764;283.585;291.032
14/01/2014 03:21.1353e+006;281.748;283.587;291.03
14/01/2014 03:22.13532e+006;281.745;283.587;291.029
14/01/2014 03:23.1354e+006;281.732;283.588;291.027
14/01/2014 03:24.13544e+006;281.726;283.589;291.027
14/01/2014 03:25.1355e+006;281.717;283.59;291.025
14/01/2014 03:26.13556e+006;281.707;283.591;291.024
14/01/2014 03:26.1356e+006;281.701;283.591;291.023
14/01/2014 03:28.13568e+006;281.689;283.592;291.022
14/01/2014 03:28.1357e+006;281.686;283.593;291.021
14/01/2014 03:30.1358e+006;281.671;283.594;291.019
14/01/2014 03:31.1359e+006;281.656;283.596;291.017
14/01/2014 03:32.13592e+006;281.653;283.596;291.017
14/01/2014 03:33.136e+006;281.641;283.597;291.015
14/01/2014 03:34.13604e+006;281.635;283.598;291.014
14/01/2014 03:35.1361e+006;281.626;283.599;291.013
14/01/2014 03:36.13616e+006;281.617;283.6;291.012
14/01/2014 03:36.1362e+006;281.611;283.6;291.011
14/01/2014 03:38.13628e+006;281.6;283.602;291.009
14/01/2014 03:38.1363e+006;281.597;283.602;291.009
